[texto1] [polícia=homem]
[dizer] [entre]
[entre] [lágrima]
[lágrima] [professor]
[professor] [adriana=maciel]
[adriana=maciel] [ano]
[ano] [de]
[de] [coordenador]
[coordenador] [de]
[de] [banda]
[banda] [cerca=de]
[cerca=de] [estudante]
[estudante] [ensaiar]
[ensaiar] [para]
[para] [desfile]
[desfile] [de]
[de] [de]
[de] [setembro]
[setembro] [envolvimento]
[envolvimento] [de]
[de] [comunidade]
[comunidade] [com]
[com] [projeto]
[projeto] [ser]
[ser] [tamanho]
[tamanho] [rosângela=oliveira]
[rosângela=oliveira] [mãe]
[mãe] [de]
[de] [aluno]
[aluno] [de]
[de] [1º]
[1º] [ano]
[ano] [ser]
[ser] [costurar]
[costurar] [roupa]
[roupa] [novo]
[novo] [de]
[de] [grupo]
[grupo] [não]
[não] [ser]
[ser] [destruir]
[destruir] [por]
[por] [fogo]
[fogo] [ainda]
[ainda] [não]
[não] [ter]
[ter] [dar]
[dar] [tempo]
[tempo] [de]
[de] [organizar]
[organizar] [arara]
[arara] [com]
[com] [cabide]
[cabide] [em]
[em] [sala]
[sala] [de]
[de] [banda]
[banda] [estar]
[estar] [a=salvo]
[a=salvo] [em]
[em] [casa]
[casa] [de]
[de] [costureira]
[costureira] [em]
[em] [nota]
[nota] [oficial]
[oficial] [prefeitura]
[prefeitura] [de]
[de] [eldorado=do=sul]
[eldorado=do=sul] [anunciar]
[anunciar] [intenção]
[intenção] [ser]
[ser] [conseguir]
[conseguir] [entregar]
[entregar] [pelo=menos]
[pelo=menos] [parte]
[parte] [de]
[de] [sala=de=aula]
[sala=de=aula] [em]
[em] [condição]
[condição] [até]
[até] [quarta-feira]
[quarta-feira] [retomar]
[retomar] [aula]
[aula] [mutirão]
[mutirão] [ser]
[ser] [montar]
[montar] [para]
[para] [limpeza]
[limpeza] [de]
[de] [escola]
[escola] [emergencialmente]
[emergencialmente] [emergencial]
[emergencial] [vigia]
[vigia] [ser]
[ser] [manter]
[manter] [hora]
[hora] [em]
[em] [local]
[local] [para]
[para] [evitar]
[evitar] [saque]
[saque] [como]
[como] [ajudar]
[ajudar] [escola]
[escola] [estar]
[estar] [abrir]
[abrir] [a]
[a] [doação]
[doação] [de]
[de] [instrumento]
[instrumento] [contato]
[contato] [poder]
[poder] [ser]
[ser] [fazer]
[fazer] [por]
[por] [telefone]
[telefone] [ensaio]
[ensaio] [de]
[de] [banda]
[banda] [marcial]
[marcial] [acontecer]
[acontecer] [sábado]
[sábado] [a]
[a] [tarde]
[tarde] [em]
[em] [escola]
[escola] [rua=irene=santos=totta]
[rua=irene=santos=totta] [bairro=sans=souci]
[bairro=sans=souci] [eldorado=do=sul]

[texto43] [cara]
[cara] [de]
[de] [pau]
[pau] [detento]
[detento] [confirmar]
[confirmar] [acesso]
[acesso] [a]
[a] [facebook]
[facebook] [por]
[por] [celular]
[celular] [em]
[em] [presídio=central=detento]
[presídio=central=detento] [confirmar]
[confirmar] [acesso]
[acesso] [a]
[a] [facebook]
[facebook] [por]
[por] [celular]
[celular] [em]
[em] [presídio=central=eduardo=torres]
[presídio=central=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [além=de]
[além=de] [manter]
[manter] [perfil]
[perfil] [em]
[em] [rede]
[rede] [autoridade]
[autoridade] [surpreender]
[surpreender] [com]
[com] [imagem]
[imagem] [mostrar]
[mostrar] [metralhador]
[metralhador] [pistola]
[pistola] [em]
[em] [grande]
[grande] [parte]
[parte] [de]
[de] [imagem]
[imagem] [detento]
[detento] [cumprir]
[cumprir] [pena]
[pena] [por]
[por] [latrocínio]
[latrocínio] [aparecer]
[aparecer] [fazer]
[fazer] [pose]
[pose] [em]
[em] [cela]
[cela] [em]
[em] [pátio]
[pátio] [de]
[de] [pavilhão=d.=ouvido]
[pavilhão=d.=ouvido] [em]
[em] [tarde]
[tarde] [de]
[de] [quarta-feira]
[quarta-feira] [detento]
[detento] [vanderson=ferreira=dos=santos]
[vanderson=ferreira=dos=santos] [ano]
[ano] [admitir]
[admitir] [postagem]
[postagem] [de]
[de] [foto]
[foto] [em]
[em] [facebook]
[facebook] [entregar]
[entregar] [celular]
[celular] [a]
[a] [direção]
[direção] [de]
[de] [presídio=central]
[presídio=central] [negar]
[negar] [ser]
[ser] [autor]
[autor] [de]
[de] [imagem]
[imagem] [mostrar]
[mostrar] [metralhador]
[metralhador] [pistola]
[pistola] [alegar]
[alegar] [copiar]
[copiar] [de]
[de] [internet]
[internet] [denúncia]
[denúncia] [de]
[de] [vanderson]
[vanderson] [manter]
[manter] [página]
[página] [em]
[em] [rede]
[rede] [social]
[social] [de]
[de] [dentro=de]
[dentro=de] [cadeia]
[cadeia] [pôr]
[pôr] [foto]
[foto] [ao=menos]
[ao=menos] [desde]
[desde] [outubro]
[outubro] [de]
[de] [ano]
[ano] [passado]
[passado] [chegar]
[chegar] [em]
[em] [tarde]
[tarde] [a]
[a] [vara=de=execuções=criminais]
[vara=de=execuções=criminais] [vec]
[vec] [de]
[de] [porto=alegre]
[porto=alegre] [pegar]
[pegar] [a]
[a] [susepe]
[susepe] [de=surpresa]
[de=surpresa] [em]
[em] [grande]
[grande] [parte]
[parte] [de]
[de] [imagem]
[imagem] [detento]
[detento] [cumprir]
[cumprir] [pena]
[pena] [por]
[por] [latrocínio]
[latrocínio] [aparecer]
[aparecer] [fazer]
[fazer] [pose]
[pose] [em]
[em] [cela]
[cela] [em]
[em] [pátio]
[pátio] [de]
[de] [pavilhão=d.]
[pavilhão=d.] [em]
[em] [dia]
[dia] [de]
[de] [julho]
[julho] [publicar]
[publicar] [também]
[também] [foto]
[foto] [de]
[de] [metralhadora]
[metralhadora] [pistola]
[pistola] [ser]
[ser] [solicitar]
[solicitar] [abertura]
[abertura] [de]
[de] [inquérito]
[inquérito] [policial]
[policial] [para]
[para] [apurar]
[apurar] [possibilidade]
[possibilidade] [de]
[de] [arma]
[arma] [de]
[de] [uso]
[uso] [restrito]
[restrito] [ter]
[ter] [ingressar]
[ingressar] [em]
[em] [central]

[texto44] [violência=homem]
[violência=homem] [ser]
[ser] [matar]
[matar] [com]
[com] [pelo=menos]
[pelo=menos] [tiro]
[tiro] [em]
[em] [bairro=jardim=algarve]
[bairro=jardim=algarve] [em]
[em] [alvorada=augusto=pacheco=gonçalves]
[alvorada=augusto=pacheco=gonçalves] [ano]
[ano] [chegar]
[chegar] [a]
[a] [ser]
[ser] [socorrer]
[socorrer] [a]
[a] [hospital]
[hospital] [de]
[de] [cidade]
[cidade] [não]
[não] [resistir]
[resistir] [augusto=pacheco=gonçalves]
[augusto=pacheco=gonçalves] [ano]
[ano] [ser]
[ser] [matar]
[matar] [com]
[com] [pelo=menos]
[pelo=menos] [tiro]
[tiro] [em]
[em] [madrugada]
[madrugada] [de]
[de] [sexta-feira]
[sexta-feira] [em]
[em] [bairro=jardim=algarve]
[bairro=jardim=algarve] [em]
[em] [alvorada]
[alvorada] [crime]
[crime] [ocorrer]
[ocorrer] [em]
[em] [rua=elmira=pereira=silveira]
[rua=elmira=pereira=silveira] [próximo=de]
[próximo=de] [avenida=zero=hora]
[avenida=zero=hora] [por=volta=de]
[por=volta=de] [meia-noite]
[meia-noite] [vítima]
[vítima] [chegar]
[chegar] [a]
[a] [ser]
[ser] [socorrer]
[socorrer] [a]
[a] [hospital=de=alvorada]
[hospital=de=alvorada] [não]
[não] [resistir]
[resistir] [segundo]
[segundo] [brigada=militar]
[brigada=militar] [testemunha]
[testemunha] [ter]
[ter] [ver]
[ver] [homem]
[homem] [em]
[em] [moto]
[moto] [efetuar]
[efetuar] [disparo]
[disparo] [fugir]

[texto45] [golpe]
[golpe] [em]
[em] [crime]
[crime] [suspeito]
[suspeito] [de]
[de] [roubo]
[roubo] [de]
[de] [moto]
[moto] [moto]
[moto] [tráfico]
[tráfico] [de]
[de] [droga]
[droga] [ser]
[ser] [prender]
[prender] [em]
[em] [capital=dupla]
[capital=dupla] [de]
[de] [ano]
[ano] [ser]
[ser] [capturar]
[capturar] [em=casa=de]
[em=casa=de] [rua=seis=de=novembro]
[rua=seis=de=novembro] [em]
[em] [bairro=mario=quintana]
[bairro=mario=quintana] [em]
[em] [zona=norte=material]
[zona=norte=material] [apreender]
[apreender] [incluir]
[incluir] [droga]
[droga] [objeto]
[objeto] [retirar]
[retirar] [de]
[de] [veículo]
[veículo] [homem]
[homem] [ser]
[ser] [prender]
[prender] [em]
[em] [manhã]
[manhã] [de]
[de] [terça-feira]
[terça-feira] [em]
[em] [operação]
[operação] [de]
[de] [delegacia=de=furto]
[delegacia=de=furto] [roubo=de=veículos]
[roubo=de=veículos] [de]
[de] [deic]
[deic] [agente]
[agente] [investigar]
[investigar] [ação]
[ação] [de]
[de] [quadrilha]
[quadrilha] [especializar]
[especializar] [em]
[em] [roubo]
[roubo] [de]
[de] [moto]
[moto] [moto]
[moto] [dupla]
[dupla] [de]
[de] [ano]
[ano] [ser]
[ser] [capturar]
[capturar] [em=casa=de]
[em=casa=de] [rua=seis=de=novembro]
[rua=seis=de=novembro] [em]
[em] [bairro=mario=quintana]
[bairro=mario=quintana] [em]
[em] [zona=norte]
[zona=norte] [de]
[de] [porto=alegre]
[porto=alegre] [com]
[com] [ser]
[ser] [encontrar]
[encontrar] [pistola]
[pistola] [calibre]
[calibre] [espingarda]
[espingarda] [calibre]
[calibre] [munição]
[munição] [cerca=de]
[cerca=de] [kg]
[kg] [de]
[de] [droga]
[droga] [entre]
[entre] [cocaína]
[cocaína] [maconha]
[maconha] [crack]
[crack] [balançar]
[balançar] [caderno]
[caderno] [com]
[com] [contabilidade]
[contabilidade] [de]
[de] [boca]
[boca] [de]
[de] [fumo]
[fumo] [chave]
[chave] [de]
[de] [moto]
[moto] [moto]
[moto] [também]
[também] [de]
[de] [carro]
[carro] [além=de]
[além=de] [capacete]
[capacete] [objeto]
[objeto] [retirar]
[retirar] [de]
[de] [veículo]

[texto46] [campo=da=tuca=brigada=militar]
[campo=da=tuca=brigada=militar] [prender]
[prender] [homem]
[homem] [com]
[com] [metralhadora]
[metralhadora] [em]
[em] [bairro=partenon]
[bairro=partenon] [em]
[em] [porto=alegre]
[porto=alegre] [com]
[com] [jovem]
[jovem] [de]
[de] [ano]
[ano] [ser]
[ser] [pegar]
[pegar] [também]
[também] [carregador]
[carregador] [com]
[com] [munição]
[munição] [de]
[de] [arma]
[arma] [brigada=militar]
[brigada=militar] [prender]
[prender] [homem]
[homem] [com]
[com] [metralhadora]
[metralhadora] [em]
[em] [bairro=partenon]
[bairro=partenon] [em]
[em] [porto=alegre]
[porto=alegre] [divulgação]
[divulgação] [brigada=militar=submetralhadora]
[brigada=militar=submetralhadora] [ser]
[ser] [de]
[de] [fabricação]
[fabricação] [argentino]
[argentino] [a=brigada=militar]
[a=brigada=militar] [prender]
[prender] [durante]
[durante] [abordagem]
[abordagem] [de]
[de] [rotina]
[rotina] [em]
[em] [tarde]
[tarde] [de]
[de] [quinta-feira]
[quinta-feira] [jovem]
[jovem] [de]
[de] [ano]
[ano] [em]
[em] [campo=da=tuca]
[campo=da=tuca] [em]
[em] [bairro=partenon]
[bairro=partenon] [em]
[em] [porto=alegre]
[porto=alegre] [com]
[com] [ser]
[ser] [encontrar]
[encontrar] [metralhadora]
[metralhadora] [de]
[de] [calibre]
[calibre] [de]
[de] [fabricação]
[fabricação] [argentino]
[argentino] [de]
[de] [uso]
[uso] [restrito]
[restrito] [de]
[de] [forças=armadas]
[forças=armadas] [carregador]
[carregador] [com]
[com] [munição]
[munição] [de=acordo]
[de=acordo] [com]
[com] [brigada=militar]
[brigada=militar] [homem]
[homem] [ser]
[ser] [abordar]
[abordar] [em]
[em] [rua=d]
[rua=d] [não]
[não] [resistir]
[resistir] [a]
[a] [prisão]

[texto47] [assassinato]
[assassinato] [cresce]
[cresce] [número]
[número] [de]
[de] [roubo]
[roubo] [com]
[com] [morte]
[morte] [em]
[em] [região=metropolitana=comerciante]
[região=metropolitana=comerciante] [morto]
[morto] [em]
[em] [manhã]
[manhã] [de]
[de] [sábado]
[sábado] [poder]
[poder] [ter]
[ter] [ser]
[ser] [36ª]
[36ª] [vítima]
[vítima] [de]
[de] [latrocínio]
[latrocínio] [em]
[em] [ano]
[ano] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [ser]
[ser] [homem]
[homem] [bom]
[bom] [não]
[não] [ter]
[ter] [não]
[não] [gostar]
[gostar] [de]
[de] [aqui]
[aqui] [em]
[em] [volta]
[volta] [ajudar]
[ajudar] [a]
[a] [comentário]
[comentário] [de]
[de] [parente]
[parente] [preferir]
[preferir] [não]
[não] [identificar]
[identificar] [descrever]
[descrever] [comerciante]
[comerciante] [adriano=botelho=rodrigues]
[adriano=botelho=rodrigues] [ano]
[ano] [há]
[há] [ano]
[ano] [quando]
[quando] [deixar]
[deixar] [a]
[a] [polícia=civil]
[polícia=civil] [abrir]
[abrir] [mercadinho]
[mercadinho] [com]
[com] [irmão]
[irmão] [em]
[em] [terreno]
[terreno] [de]
[de] [casa]
[casa] [de]
[de] [família]
[família] [em]
[em] [rua=siqueira=campos]
[rua=siqueira=campos] [bairro=torotama]
[bairro=torotama] [em]
[em] [alvorada]
[alvorada] [em]
[em] [manhã]
[manhã] [de]
[de] [sábado]
[sábado] [engrossar]
[engrossar] [estatística]
[estatística] [não]
[não] [permitir]
[permitir] [a]
[a] [autoridade]
[autoridade] [comemorar]
[comemorar] [queda]
[queda] [de]
[de] [%]
[%] [em]
[em] [índice]
[índice] [de]
[de] [morte]
[morte] [em]
[em] [região=metropolitana]
[região=metropolitana] [ano]
[ano] [adriano]
[adriano] [ser]
[ser] [matar]
[matar] [com]
[com] [tiro]
[tiro] [em]
[em] [costa]
[costa] [atrás=de]
[atrás=de] [balcão]
[balcão] [onde]
[onde] [atender]
[atender] [pouco]
[pouco] [antes]
[antes] [de]
[de] [para]
[para] [polícia]
[polícia] [autor]
[autor] [de]
[de] [disparo]
[disparo] [ser]
[ser] [ladrão]
[ladrão] [comerciante]
[comerciante] [ser]
[ser] [36ª]
[36ª] [vítima]
[vítima] [de]
[de] [latrocínio]
[latrocínio] [roubo]
[roubo] [com]
[com] [morte]
[morte] [em]
[em] [ano]
[ano] [em]
[em] [principal]
[principal] [cidade]
[cidade] [de]
[de] [região=metropolitana]
[região=metropolitana] [aumento]
[aumento] [de]
[de] [mais=de]
[mais=de] [%]
[%] [conforme]
[conforme] [levantamento]
[levantamento] [de]
[de] [diário=gaúcho]
[diário=gaúcho] [número]
[número] [%]
[%] [alto]
[alto] [a]
[a] [período]
[período] [de]
[de] [ano]
[ano] [passado]
[passado] [caso]
[caso] [só]
[só] [em]
[em] [alvorada]
[alvorada] [em]
[em] [mês]
[mês] [adriano]
[adriano] [ser]
[ser] [terceiro]
[terceiro] [vítima]
[vítima] [em]
[em] [assalto]
[assalto] [ser]
[ser] [latrocínio]
[latrocínio] [em]
[em] [cidade]
[cidade] [em]
[em] [dobro]
[dobro] [de]
[de] [ano]
[ano] [passado]
[passado] [de=acordo]
[de=acordo] [com]
[com] [apuração]
[apuração] [de]
[de] [polícia]
[polícia] [homem]
[homem] [entrar]
[entrar] [em]
[em] [mercadinho]
[mercadinho] [suposto]
[suposto] [para]
[para] [comprar]
[comprar] [crédito]
[crédito] [para]
[para] [celular]
[celular] [quando]
[quando] [adriano]
[adriano] [virar]
[virar] [de]
[de] [costa]
[costa] [homem]
[homem] [sacar]
[sacar] [revólver]
[revólver] [ser]
[ser] [surpreender]
[surpreender] [por]
[por] [irmão]
[irmão] [de]
[de] [comerciante]
[comerciante] [estar]
[estar] [atrás=de]
[atrás=de] [armário]
[armário] [tiro]
[tiro] [poder]
[poder] [ter]
[ter] [ser]
[ser] [de]
[de] [susto]
[susto] [assustado]
[assustado] [assaltante]
[assaltante] [ter]
[ter] [disparar]
[disparar] [fugir]
[fugir] [a=pé]
[a=pé] [levar]
[levar] [caso]
[caso] [dever]
[dever] [ser]
[ser] [investigar]
[investigar] [por]
[por] [2ª]
[2ª] [dp]
[dp] [de]
[de] [alvorada]
[alvorada] [ainda]
[ainda] [não]
[não] [ter]
[ter] [suspeito]
[suspeito] [em]
[em] [nh]
[nh] [pai]
[pai] [filho]
[filho] [acabar]
[acabar] [balear]
[balear] [em=novo=hamburgo]
[em=novo=hamburgo] [assalto]
[assalto] [violento]
[violento] [acabar]
[acabar] [com]
[com] [empresário]
[empresário] [de]
[de] [ano]
[ano] [filho]
[filho] [de]
[de] [de]
[de] [balear]
[balear] [em]
[em] [noite]
[noite] [de]
[de] [sexta]
[sexta] [em]
[em] [bairro=petrópolis]
[bairro=petrópolis] [casa]
[casa] [de]
[de] [família]
[família] [ser]
[ser] [invadir]
[invadir] [por]
[por] [assaltante]
[assaltante] [haver]
[haver] [render]
[render] [filho]
[filho] [namorada]
[namorada] [em]
[em] [caminho]
[caminho] [vítima]
[vítima] [ter]
[ter] [brigar]
[brigar] [com]
[com] [bandido]
[bandido] [de]
[de] [disparar]
[disparar] [mesmo]
[mesmo] [ferido]
[ferido] [empresário]
[empresário] [filho]
[filho] [conseguir]
[conseguir] [conter]
[conter] [dupla]
[dupla] [brigada=militar]
[brigada=militar] [ser]
[ser] [chamar]
[chamar] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [ser]
[ser] [apreender]
[apreender] [já]
[já] [haver]
[haver] [ser]
[ser] [detido]
[detido] [vez]
[vez] [em]
[em] [mês]
[mês] [por]
[por] [assalto]
[assalto] [tráfico]
[tráfico] [vítima]
[vítima] [identificar]
[identificar] [ser]
[ser] [identificar]
[identificar] [como]
[como] [luiz=delaunei=cardoso]
[luiz=delaunei=cardoso] [ano]
[ano] [morto]
[morto] [em]
[em] [tarde]
[tarde] [de]
[de] [sexta]
[sexta] [em]
[em] [obra]
[obra] [em]
[em] [rua=edgar=bins]
[rua=edgar=bins] [em]
[em] [vila=eunice]
[vila=eunice] [em]
[em] [cachoeirinha]
[cachoeirinha] [estar]
[estar] [pagar]
[pagar] [funcionário]
[funcionário] [ser]
[ser] [atingir]
[atingir] [por]
[por] [tiro]
[tiro] [em]
[em] [peito]
[peito] [a]
[a] [suposto]
[suposto] [reagir]
[reagir] [a]
[a] [assalto]
[assalto] [criminoso]
[criminoso] [ter]
[ter] [fugir]
[fugir] [com]
[com] [r]
[r] [caso]
[caso] [ser]
[ser] [apurar]
[apurar] [por]
[por] [1ª]
[1ª] [dp]
[dp] [ser]
[ser] [primeiro]
[primeiro] [latrocínio]
[latrocínio] [em]
[em] [ano]
[ano] [em]
[em] [cidade]
[cidade] [homicídio]
[homicídio] [em]
[em] [queda]
[queda] [execução]
[execução] [de]
[de] [adriano=rigoso=dos=santos]
[adriano=rigoso=dos=santos] [ano]
[ano] [com]
[com] [tiro]
[tiro] [em]
[em] [rosto]
[rosto] [a]
[a] [min]
[min] [de]
[de] [sábado]
[sábado] [em]
[em] [rua=curitiba]
[rua=curitiba] [vila=anair]
[vila=anair] [cachoeirinha]
[cachoeirinha] [marcar]
[marcar] [chegada]
[chegada] [a]
[a] [assassinato]
[assassinato] [desde]
[desde] [janeiro]
[janeiro] [conforme]
[conforme] [levantamento]
[levantamento] [de]
[de] [diário=gaúcho]
[diário=gaúcho] [em]
[em] [média]
[média] [ser]
[ser] [morte]
[morte] [violento]
[violento] [em]
[em] [cidade]
[cidade] [de]
[de] [região=metropolitana]
[região=metropolitana] [vale=do=sinos]
[vale=do=sinos] [por]
[por] [dia]
[dia] [ser]
[ser] [pequeno]
[pequeno] [índice]
[índice] [em]
[em] [ano]
[ano] [de]
[de] [acompanhamento]
[acompanhamento] [em]
[em] [em]
[em] [período]
[período] [ocorrer]
[ocorrer] [morte]
[morte] [por]
[por] [dia]
[dia] [polícia]
[polícia] [suspeito]
[suspeito] [de]
[de] [dívida]
[dívida] [conforme]
[conforme] [testemunha]
[testemunha] [homem]
[homem] [aproximar]
[aproximar] [a=pé]
[a=pé] [de]
[de] [adriano]
[adriano] [atirar]
[atirar] [com]
[com] [pistola]
[pistola] [vítima]
[vítima] [não]
[não] [ter]
[ter] [antecedente]
[antecedente] [de]
[de] [suspeita]
[suspeita] [de]
[de] [polícia]
[polícia] [ser]
[ser] [de]
[de] [ter]
[ter] [tipo]
[tipo] [de]
[de] [dívida]
[dívida] [caso]
[caso] [ser]
[ser] [investigar]
[investigar] [por]
[por] [2ª]
[2ª] [dp]
[dp] [explosão]
[explosão] [pessoa]
[pessoa] [já]
[já] [ser]
[ser] [vítima]
[vítima] [de]
[de] [latrocínio]
[latrocínio] [em]
[em] [ano]
[ano] [em]
[em] [cidade]
[cidade] [de]
[de] [região=metropolitana]
[região=metropolitana] [%]
[%] [a=mais=de]
[a=mais=de] [em]
[em] [período]
[período] [de]
[de] [caso]
[caso] [em]
[em] [ser]
[ser] [latrocínio]
[latrocínio] [em]
[em] [região]
[região] [em]
[em] [em]
[em] [período]
[período] [de]
[de] [ano]
[ano] [latrocínio]
[latrocínio] [haver]
[haver] [ser]
[ser] [registrar]
[registrar] [ser]
[ser] [caso]
[caso] [em]
[em] [ano]
[ano] [média]
[média] [diário]
[diário] [de]
[de] [morte]
[morte] [em]
[em] [em]
[em] [em]
[em] [levantamento=do=diário=gaúcho]
[levantamento=do=diário=gaúcho] [entre]
[entre] [município]
[município] [de]
[de] [região=metropolitana]
[região=metropolitana] [vale=do=sinos]
[vale=do=sinos] [até]
[até] [dia]
[dia] [de]
[de] [agosto]

[texto48] [violência]
[violência] [de]
[de] [gangue]
[gangue] [violência]
[violência] [de]
[de] [gangue]
[gangue] [garoto]
[garoto] [conhecer]
[conhecer] [como]
[como] [dun-dun]
[dun-dun] [ter]
[ter] [assassinar]
[assassinar] [adolescente]
[adolescente] [em]
[em] [noite]
[noite] [de]
[de] [de]
[de] [julho]
[julho] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [ser]
[ser] [prender]
[prender] [em]
[em] [começo]
[começo] [de]
[de] [manhã]
[manhã] [de]
[de] [quarta-feira]
[quarta-feira] [em]
[em] [bairro=restinga]
[bairro=restinga] [zona=sul=da=capital]
[zona=sul=da=capital] [jovem]
[jovem] [conhecer]
[conhecer] [como]
[como] [dun-dun]
[dun-dun] [suspeitar]
[suspeitar] [de]
[de] [ter]
[ter] [assassinar]
[assassinar] [com]
[com] [tiro]
[tiro] [em]
[em] [nuca]
[nuca] [adolescente]
[adolescente] [marlon=fernando=de=borba=padilha]
[marlon=fernando=de=borba=padilha] [ano]
[ano] [em]
[em] [noite]
[noite] [de]
[de] [de]
[de] [julho]
[julho] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [estar]
[estar] [junto=com]
[junto=com] [marlon]
[marlon] [só]
[só] [escapar]
[escapar] [de]
[de] [morte]
[morte] [arma]
[arma] [de]
[de] [atirador]
[atirador] [falhar]
[falhar] [vez]
[vez] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [adjunto]
[adjunto] [de]
[de] [4ª]
[4ª] [dhpp]
[dhpp] [rodrigo=pohlmann]
[rodrigo=pohlmann] [vítima]
[vítima] [não]
[não] [ter]
[ter] [antecedente]
[antecedente] [policial]
[policial] [ser]
[ser] [matar]
[matar] [por]
[por] [simples]
[simples] [fato]
[fato] [de]
[de] [ter]
[ter] [cruzar]
[cruzar] [área]
[área] [suspeito]
[suspeito] [julgar]
[julgar] [ser]
[ser] [de]
[de] [domínio]
[domínio] [de]
[de] [gangue]
[gangue] [de]
[de] [dizer]
[dizer] [delegado]
[delegado] [adolescente]
[adolescente] [ser]
[ser] [atacar]
[atacar] [em]
[em] [beco=cecílio=monza]
[beco=cecílio=monza] [quando]
[quando] [estar]
[estar] [a]
[a] [caminho]
[caminho] [de]
[de] [casa]
[casa] [de]
[de] [namorada]
[namorada] [de]
[de] [de]
[de] [dun-dun]
[dun-dun] [ser]
[ser] [prender]
[prender] [em=casa]
[em=casa] [em]
[em] [rua=jacques=yves=costeau]
